Program_Code,Institution_Name,Depertments,Programme_Name,Cutoff_2023,Cutoff_2022,Subject_1,Subject_2,Subject_3,Subject_4,Department
1164146,MULTIMEDIA UNIVERSITY OF KENYA,Business,BACHELOR OF SCIENCE IN ECONOMICS,18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,,Business
1165146,MAASAI MARA UNIVERSITY,Business,BACHELOR OF SCIENCE IN ECONOMICS,18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,,Business
1240146,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Business,BACHELOR OF SCIENCE IN ECONOMICS,18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,,Business
1470146,KAIMOSI FRIENDS UNIVERSITY,Business,BACHELOR OF SCIENCE IN ECONOMICS,18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,,Business
1570146,TURKANA UNIVERSITY COLLEGE,Business,BACHELOR OF SCIENCE IN ECONOMICS,18.831,19.914,MAT A(121):C+,ENG(101)/KIS(102):C,,,Business
1111148,KENYATTA UNIVERSITY,IT,"BACHELOR OF SCIENCE (RECORDS MANAGEMENT AND
INFORMATION TECHNOLOGY)",25.398,24.524,MAT A(121)/MAT B(122):C,,,,Engineering
1169148,"KENYA HIGHLANDS EVANGELICAL
UNIVERSITY",IT,"BACHELOR OF SCIENCE (RECORDS MANAGEMENT AND
INFORMATION TECHNOLOGY)",21.375,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4,PROGRAMME NAME
1249149,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,"BACHELOR OF SCIENCE (PUBLIC ADMINISTRATION AND
LEADERSHIP)",24.193,29.89,,,,,"BACHELOR OF SCIENCE (PUBLIC ADMINISTRATION AND
LEADERSHIP)"
1073150,RONGO UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (INFORMATION SCIENCE),21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE (INFORMATION SCIENCE)
1112150,TECHNICAL UNIVERSITY OF KENYA,Pure Sciences,BACHELOR OF SCIENCE (INFORMATION SCIENCE),28.183,29.529,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE (INFORMATION SCIENCE)
1165150,MAASAI MARA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (INFORMATION SCIENCE),21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE (INFORMATION SCIENCE)
1082150,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Pure Sciences,"BACHELOR OF SCIENCE (INFORMATION SCIENCES AND
KNOWLEDGE MANAGEMENT)",21.375,-,MAT A(121)/MAT B(122):C,,,,"BACHELOR OF SCIENCE (INFORMATION SCIENCES AND
KNOWLEDGE MANAGEMENT)"
1118150,UNIVERSITY OF KABIANGA,Pure Sciences,"BACHELOR OF SCIENCE (INFORMATION SCIENCES AND
KNOWLEDGE MANAGEMENT)",21.375,21.444,MAT A(121)/MAT B(122):C,,,,"BACHELOR OF SCIENCE (INFORMATION SCIENCES AND
KNOWLEDGE MANAGEMENT)"
1253150,MOI UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (INFORMATION SCIENCES),21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE (INFORMATION SCIENCES)
1063150,TECHNICAL UNIVERSITY OF MOMBASA,Pure Sciences,BACHELOR OF SCIENCE IN INFORMATION SCIENCE,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE IN INFORMATION SCIENCE
1077150,KENYA METHODIST UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN INFORMATION SCIENCE,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE IN INFORMATION SCIENCE
1105233,CHUKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN INFORMATION SCIENCE,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE IN INFORMATION SCIENCE
1240150,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN INFORMATION SCIENCE,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE IN INFORMATION SCIENCE
1279150,MOUNT KENYA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN INFORMATION SCIENCE,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE IN INFORMATION SCIENCE
1096150,GARISSA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN INFORMATION SCIENCES,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE IN INFORMATION SCIENCES
1087151,KISII UNIVERSITY,Business,BACHELOR OF BUSINESS AND MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1073151,RONGO UNIVERSITY,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1079151,KIRINYAGA UNIVERSITY,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1080151,CO-OPERATIVE UNIVERSITY OF KENYA,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1096151,GARISSA UNIVERSITY,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1108151,KIBABII UNIVERSITY,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1114151,UNIVERSITY OF ELDORET,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1169151,"KENYA HIGHLANDS EVANGELICAL
UNIVERSITY",Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1244151,KARATINA UNIVERSITY,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1253151,MOI UNIVERSITY,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1279151,MOUNT KENYA UNIVERSITY,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1530151,"MARIST INTERNATIONAL UNIVERSITY
COLLEGE",Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1570151,TURKANA UNIVERSITY COLLEGE,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1600151,ALUPE UNIVERSITY,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1700151,BOMET UNIVERSITY COLLEGE,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
3895151,ISLAMIC UNIVERSITY OF KENYA,Business,BACHELOR OF BUSINESS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1515151,TOM MBOYA UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE IN MARKETING, WITH IT",-,-,MAT A(121)/MAT B(122):C,,,,"BACHELOR OF SCIENCE IN MARKETING, WITH IT"
1181151,"UNIVERSITY OF EASTERN AFRICA,
BARATON",Business,BACHELOR OF BUSINESS ADMINISTRATION IN MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1500151,THE EAST AFRICAN UNIVERSITY,Business,BACHELOR OF BUSINESS ADMINISTRATION,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1229151,MASENO UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE IN MARKETING MANAGEMENT, WITH IT",21.375,21.444,MAT A(121)/MAT B(122):C,,,,"BACHELOR OF SCIENCE IN MARKETING MANAGEMENT, WITH IT"
1087152,KISII UNIVERSITY,Other,"BACHELOR OF SECRETARIAL MANAGEMENT AND
ADMINISTRATION",21.375,21.444,MAT A(121)/MAT B(122):C,,,,"BACHELOR OF SECRETARIAL MANAGEMENT AND
ADMINISTRATION"
1063153,TECHNICAL UNIVERSITY OF MOMBASA,Business,BACHELOR IN BUSINESS ADMINISTRATION,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1077153,KENYA METHODIST UNIVERSITY,Business,BACHELOR IN BUSINESS ADMINISTRATION,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1090153,SCOTT CHRISTIAN UNIVERSITY,Business,BACHELOR IN BUSINESS ADMINISTRATION,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1107153,ST PAULS UNIVERSITY,Business,BACHELOR IN BUSINESS ADMINISTRATION,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1119153,AFRICA INTERNATIONAL UNIVERSITY,Business,BACHELOR IN BUSINESS ADMINISTRATION,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1555153,"KENYA ASSEMBLIES OF GOD EAST
UNIVERSITY",Business,BACHELOR IN BUSINESS ADMINISTRATION,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1060153,RIARA UNIVERSITY,Business,BACHELOR OF BUSINESS ADMINISTRATION,24.913,24.258,MAT A(121)/MAT B(122):C,,,,Business
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4,PROGRAMME NAME
1173153,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",Business,BACHELOR OF BUSINESS ADMINISTRATION,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1196153,"PRESBYTERIAN UNIVERSITY OF EAST
AFRICA",Business,BACHELOR OF BUSINESS ADMINISTRATION,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1240153,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Business,BACHELOR OF BUSINESS ADMINISTRATION,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1229153,MASENO UNIVERSITY,Business,BACHELOR OF BUSINESS ADMINISTRATION ( WITH IT),21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1515153,TOM MBOYA UNIVERSITY,Business,BACHELOR OF BUSINESS ADMINISTRATION ( WITH IT),21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1053153,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Business,BACHELOR OF BUSINESS ADMINISTRATION WITH IT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1181153,"UNIVERSITY OF EASTERN AFRICA,
BARATON",Business,BACHELOR IN BUSINESS ADMINISTRATION IN MARKETING,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1063154,TECHNICAL UNIVERSITY OF MOMBASA,Business,BACHELOR OF BUSINESS AND OFFICE MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1181154,"UNIVERSITY OF EASTERN AFRICA,
BARATON",Business,"BACHELOR OF BUSINESS ADMINISTRATION IN OFFICE
ADMINISTRATION",21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1053155,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Education,"BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH
IT)",26.909,28.514,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1229155,MASENO UNIVERSITY,Education,"BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH
IT)",32.47,34.202,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1515155,TOM MBOYA UNIVERSITY,Education,"BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION, WITH
IT)",24.218,22.358,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1077155,KENYA METHODIST UNIVERSITY,Education,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),-,22.358,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1087155,KISII UNIVERSITY,Education,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),23.659,22.358,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1111155,KENYATTA UNIVERSITY,Education,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),34.963,37.278,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1114155,UNIVERSITY OF ELDORET,Education,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),27.999,31.266,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1117155,PWANI UNIVERSITY,Education,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),25.847,30.257,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1700155,BOMET UNIVERSITY COLLEGE,Education,BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION),22.616,22.358,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1073155,RONGO UNIVERSITY,Education,BACHELOR OF EDUCATION IN SPECIAL EDUCATION,24.65,25.498,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1170155,MACHAKOS UNIVERSITY,Education,BACHELOR OF EDUCATION IN SPECIAL EDUCATION,24.064,25.732,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1107155,ST PAULS UNIVERSITY,Education,BACHELOR OF EDUCATION IN SPECIAL NEEDS EDUCATION,21.858,22.358,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1165156,MAASAI MARA UNIVERSITY,Education,"BACHELOR OF EDUCATION (ARTS) WITH SPECIAL NEEDS
EDUCATION",21.858,23.328,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4,PROGRAMME NAME
1244156,KARATINA UNIVERSITY,Education,"BACHELOR OF EDUCATION (ARTS) WITH SPECIAL NEEDS
EDUCATION",21.858,23.76,BIO(231)/GSC(237):C+,"MAT A(121)/MAT
B(122)/PHY(232)/CHE(233)/
GEO(312):C+",,,Education
1246157,MURANG'A UNIVERSITY OF TECHNOLOGY,Pure Sciences,BACHELOR OF SCIENCE (TOURISM MANAGEMENT),21.375,23.085,,,,,BACHELOR OF SCIENCE (TOURISM MANAGEMENT)
1063157,TECHNICAL UNIVERSITY OF MOMBASA,Pure Sciences,BACHELOR OF SCIENCE IN TOURISM MANAGEMENT,23.801,26.594,,,,,BACHELOR OF SCIENCE IN TOURISM MANAGEMENT
1600157,ALUPE UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN TOURISM MANAGEMENT,-,-,,,,,BACHELOR OF SCIENCE IN TOURISM MANAGEMENT
1073157,RONGO UNIVERSITY,Hospitality & Tourism,BACHELOR OF TOURISM MANAGEMENT,22.806,24.248,,,,,BACHELOR OF TOURISM MANAGEMENT
1105222,CHUKA UNIVERSITY,Hospitality & Tourism,BACHELOR OF TOURISM MANAGEMENT,24.284,26.854,,,,,BACHELOR OF TOURISM MANAGEMENT
1114157,UNIVERSITY OF ELDORET,Hospitality & Tourism,BACHELOR OF TOURISM MANAGEMENT,23.155,25.923,,,,,BACHELOR OF TOURISM MANAGEMENT
1118157,UNIVERSITY OF KABIANGA,Hospitality & Tourism,BACHELOR OF TOURISM MANAGEMENT,21.375,23.184,,,,,BACHELOR OF TOURISM MANAGEMENT
1165157,MAASAI MARA UNIVERSITY,Hospitality & Tourism,BACHELOR OF TOURISM MANAGEMENT,25.915,27.905,,,,,BACHELOR OF TOURISM MANAGEMENT
1244157,KARATINA UNIVERSITY,Hospitality & Tourism,BACHELOR OF TOURISM MANAGEMENT,21.375,22.836,,,,,BACHELOR OF TOURISM MANAGEMENT
1253157,MOI UNIVERSITY,Hospitality & Tourism,BACHELOR OF TOURISM MANAGEMENT,22.394,25.632,,,,,BACHELOR OF TOURISM MANAGEMENT
1112157,TECHNICAL UNIVERSITY OF KENYA,Hospitality & Tourism,BACHELOR OF TECHNOLOGY (TOURISM MANAGEMENT),28.064,31.035,,,,,Engineering
1090158,SCOTT CHRISTIAN UNIVERSITY,Other,BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY,18.814,18.638,MAT A(121):C,ENG(101)/KIS(102):C,,,Engineering
1053158,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Pure Sciences,"BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION
TECHNOLOGY)",24.975,22.415,MAT A(121):C,ENG(101)/KIS(102):C,,,Engineering
1103158,KCA UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION
TECHNOLOGY)",22.216,18.638,MAT A(121):C,ENG(101)/KIS(102):C,,,Engineering
1176158,LAIKIPIA UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION
TECHNOLOGY)",22.972,18.638,MAT A(121):C,ENG(101)/KIS(102):C,,,Engineering
1063158,TECHNICAL UNIVERSITY OF MOMBASA,Other,"BACHELOR OF TECHNOLOGY IN INFORMATION &
COMMUNICATION TECHNOLOGY",26.749,25.451,MAT A(121):C,ENG(101)/KIS(102):C,,,Engineering
1229158,MASENO UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION
TECHNOLOGY MANAGEMENT)",28.658,29.767,MAT A(121):C,ENG(101)/KIS(102):C,,,Engineering
1118159,UNIVERSITY OF KABIANGA,Arts & Humanities,BACHELOR OF ARTS (PUBLIC ADMINISTRATION),22.449,27.264,,,,,Arts & Humanities
1170159,MACHAKOS UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (PUBLIC ADMINISTRATION),24.352,28.888,,,,,Arts & Humanities
1246159,MURANG'A UNIVERSITY OF TECHNOLOGY,Arts & Humanities,BACHELOR OF ARTS (PUBLIC ADMINISTRATION),22.449,23.907,,,,,Arts & Humanities
1111160,KENYATTA UNIVERSITY,Arts & Humanities,BACHELOR OF MUSIC,25.152,29.138,MUC(511):C+,,,,Arts & Humanities
1112160,TECHNICAL UNIVERSITY OF KENYA,Arts & Humanities,BACHELOR OF MUSIC,23.417,26.195,MUC(511):C+,,,,Arts & Humanities
1061160,KABARAK UNIVERSITY,Arts & Humanities,BACHELOR OF MUSIC THEORY AND COMPOSITION,23.417,22.829,MUC(511):C+,,,,Arts & Humanities
1229161,MASENO UNIVERSITY,Arts & Humanities,"BACHELOR OF ARTS (MUSIC, WITH IT)",23.417,22.829,MUC(511):C+,,,,Arts & Humanities
1087161,KISII UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (MUSIC),23.417,22.829,MUC(511):C+,,,,Arts & Humanities
1162161,DAYSTAR UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (MUSIC),23.417,-,MUC(511):C+,,,,Arts & Humanities
1181161,"UNIVERSITY OF EASTERN AFRICA,
BARATON",Arts & Humanities,BACHELOR OF ARTS (MUSIC),23.417,22.829,MUC(511):C+,,,,Arts & Humanities
1253161,MOI UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (MUSIC),23.417,22.829,MUC(511):C+,,,,Arts & Humanities
1111162,KENYATTA UNIVERSITY,Education,BACHELOR OF EDUCATION (ARTS) MUSIC,27.617,29.441,MUC(511):C+,"ENG(101)/KIS(102)/MAT
A(121)/MAT
B(122)/HAG(311)/GEO(312)
/CRE(313)/IRE(314)/HRE(31
5)/SEE(316)/HSC(441)/ARD(
442)/CMP(451)/FRE(501)/G
ER(502)/ARB(503)/KSL(504)
/MUC(511)/ACC(561)/COM
(562)/BST(565):C+",,,Education
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4,PROGRAMME NAME
1229162,MASENO UNIVERSITY,Education,"BACHELOR OF EDUCATION (MUSIC, WITH IT)",21.858,22.358,MUC(511):C+,"ENG(101)/KIS(102)/MAT
A(121)/MAT
B(122)/HAG(311)/GEO(312)
/CRE(313)/IRE(314)/HRE(31
5)/SEE(316)/HSC(441)/ARD(
442)/CMP(451)/FRE(501)/G
ER(502)/ARB(503)/KSL(504)
/MUC(511)/ACC(561)/COM
(562)/BST(565):C+",,,Education
1057163,EGERTON UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (STATISTICS),26.311,19.914,MAT A(121):C+,,,,BACHELOR OF SCIENCE (STATISTICS)
1079163,KIRINYAGA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (STATISTICS),18.831,19.914,MAT A(121):C+,,,,BACHELOR OF SCIENCE (STATISTICS)
1091163,TAITA TAVETA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (STATISTICS),18.831,19.914,MAT A(121):C+,,,,BACHELOR OF SCIENCE (STATISTICS)
1093163,UNIVERSITY OF EMBU,Pure Sciences,BACHELOR OF SCIENCE (STATISTICS),18.831,19.914,MAT A(121):C+,,,,BACHELOR OF SCIENCE (STATISTICS)
1166163,SOUTH EASTERN KENYA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (STATISTICS),18.831,19.914,MAT A(121):C+,,,,BACHELOR OF SCIENCE (STATISTICS)
1176163,LAIKIPIA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (STATISTICS),18.831,19.914,MAT A(121):C+,,,,BACHELOR OF SCIENCE (STATISTICS)
1263163,UNIVERSITY OF NAIROBI,Pure Sciences,BACHELOR OF SCIENCE (STATISTICS),35.192,33.673,MAT A(121):C+,,,,BACHELOR OF SCIENCE (STATISTICS)
1249163,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN STATISTICS,30.147,27.899,MAT A(121):C+,,,,BACHELOR OF SCIENCE IN STATISTICS
1279163,MOUNT KENYA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN STATISTICS,18.831,19.914,MAT A(121):C+,,,,BACHELOR OF SCIENCE IN STATISTICS
1240163,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE STATISTICS,18.831,19.914,MAT A(121):C+,,,,BACHELOR OF SCIENCE STATISTICS
1096164,GARISSA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH,18.814,18.638,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,,BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH
1600164,ALUPE UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH,18.814,18.638,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,,BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH
1118164,UNIVERSITY OF KABIANGA,Pure Sciences,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING),18.814,18.638,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING)
1165164,MAASAI MARA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING),18.814,18.638,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING)
1253164,MOI UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING),18.814,18.638,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING)
1700164,BOMET UNIVERSITY COLLEGE,Pure Sciences,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING),18.814,18.638,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,,BACHELOR OF SCIENCE (APPLIED STATISTICS WITH COMPUTING)
1246164,MURANG'A UNIVERSITY OF TECHNOLOGY,Pure Sciences,"BACHELOR OF SCIENCE (APPLIED STATISTICS WITH
PROGRAMMING)",18.814,18.638,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,,"BACHELOR OF SCIENCE (APPLIED STATISTICS WITH
PROGRAMMING)"
1114164,UNIVERSITY OF ELDORET,Pure Sciences,BACHELOR OF SCIENCE IN APPLIED STATISTICS WITH,18.814,18.638,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,,BACHELOR OF SCIENCE IN APPLIED STATISTICS WITH
1111164,KENYATTA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (STATISTICS & PROGRAMMING),23.869,30.004,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,,BACHELOR OF SCIENCE (STATISTICS & PROGRAMMING)
1580164,"KENYATTA UNIVERSITY - MAMA NGINA
UNIVERSITY COLLEGE",Pure Sciences,BACHELOR OF SCIENCE (STATISTICS & PROGRAMMING),18.814,18.638,MAT A(121):C+,PHY(232):C,ENG(101)/KIS(102):C,,BACHELOR OF SCIENCE (STATISTICS & PROGRAMMING)
1082164,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Pure Sciences,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)",18.831,19.914,MAT A(121):C+,,,,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)"
1229164,MASENO UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)",18.831,19.914,MAT A(121):C+,,,,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)"
1470164,KAIMOSI FRIENDS UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)",18.831,19.914,MAT A(121):C+,,,,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)"
1515164,TOM MBOYA UNIVERSITY,Pure Sciences,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)",18.831,19.914,MAT A(121):C+,,,,"BACHELOR OF SCIENCE (APPLIED STATISTICS, WITH IT)"
1080B61,CO-OPERATIVE UNIVERSITY OF KENYA,Pure Sciences,BACHELOR OF SCIENCE IN APPLIED STATISTICS,18.831,19.914,MAT A(121):C+,,,,BACHELOR OF SCIENCE IN APPLIED STATISTICS
